TIME,X,Y,Z
20210720:04:01:43:813,-1.2217305E-4,1.2217305E-4,2.0943952E-4
20210720:04:01:43:816,-1.2217305E-4,9.250245E-4,0.0
20210720:04:01:43:820,-1.2217305E-4,1.2217305E-4,-8.726646E-5
20210720:04:01:43:824,6.1086525E-4,-2.6179937E-4,2.443461E-4
20210720:04:01:43:828,4.1887903E-4,0.0,-4.886922E-4
20210720:04:01:43:832,6.981317E-5,-2.7925268E-4,-2.443461E-4
20210720:04:01:43:836,-4.0142573E-4,5.410521E-4,1.7453292E-4
20210720:04:01:43:841,-2.9670598E-4,2.443461E-4,4.1887903E-4
20210720:04:01:43:845,-1.5707963E-4,1.9198621E-4,5.9341197E-4
20210720:04:01:43:849,6.1086525E-4,-5.5850536E-4,6.283185E-4
20210720:04:01:43:854,-3.1415926E-4,-8.2030473E-4,3.1415926E-4
20210720:04:01:43:857,-0.0013613568,-4.1887903E-4,-2.9670598E-4
20210720:04:01:43:873,-4.5378561E-4,-3.4906585E-5,-4.0142573E-4
20210720:04:01:43:875,-1.9198621E-4,-5.9341197E-4,1.7453292E-5
20210720:04:01:43:875,-1.3962634E-4,-5.061455E-4,4.0142573E-4
20210720:04:01:43:875,-1.2217305E-4,9.5993106E-4,5.9341197E-4
20210720:04:01:43:876,8.0285146E-4,3.1415926E-4,3.1415926E-4
20210720:04:01:43:885,4.5378561E-4,-3.4906584E-4,1.3962634E-4
20210720:04:01:43:885,-0.0012217305,-8.726646E-5,0.0
20210720:04:01:43:907,-0.0021642083,-4.1887903E-4,-8.726646E-5
20210720:04:01:43:907,2.7925268E-4,6.981317E-5,2.443461E-4
20210720:04:01:43:908,3.6651915E-4,4.712389E-4,2.443461E-4
20210720:04:01:43:908,-3.4906585E-5,0.0012391837,-7.5049157E-4
20210720:04:01:43:908,-1.2217305E-4,-3.8397242E-4,-9.250245E-4
20210720:04:01:43:908,-1.2217305E-4,-3.4906584E-4,-5.235988E-5
20210720:04:01:43:912,1.7453292E-4,-4.712389E-4,6.981317E-5
20210720:04:01:43:916,6.6322513E-4,9.5993106E-4,-3.3161257E-4
20210720:04:01:43:921,2.443461E-4,3.1415926E-4,-8.5521134E-4
20210720:04:01:43:924,3.6651915E-4,-2.2689281E-4,2.6179937E-4
20210720:04:01:43:928,-5.235988E-5,-1.9198621E-4,5.5850536E-4
20210720:04:01:43:932,-1.2217305E-4,0.0,6.1086525E-4
20210720:04:01:43:936,-0.001012291,1.5707963E-4,6.283185E-4
20210720:04:01:43:940,-2.7925268E-4,1.7453292E-4,3.1415926E-4
20210720:04:01:43:944,0.0011693706,-1.2217305E-4,0.0
20210720:04:01:43:948,8.3775807E-4,-4.1887903E-4,8.726646E-5
20210720:04:01:43:952,0.0016580628,6.981317E-5,-6.981317E-5
20210720:04:01:43:956,0.0019373155,1.5707963E-4,-1.7453292E-4
20210720:04:01:43:960,0.0013439035,1.7453292E-4,-1.2217305E-4
20210720:04:01:43:964,-6.457718E-4,1.7453292E-4,4.363323E-4
20210720:04:01:43:969,-3.4906584E-4,-1.2217305E-4,-2.0943952E-4
20210720:04:01:43:973,-6.1086525E-4,0.0,-6.981317E-5
20210720:04:01:43:976,-2.0943952E-4,4.712389E-4,-4.886922E-4
20210720:04:01:43:980,-1.3962634E-4,3.4906585E-5,1.2217305E-4
20210720:04:01:43:985,-1.2217305E-4,-8.3775807E-4,-1.7453292E-5
20210720:04:01:43:988,-4.363323E-4,-2.9670598E-4,2.0943952E-4
20210720:04:01:43:992,-3.1415926E-4,-4.5378561E-4,-6.283185E-4
20210720:04:01:43:997,-1.5707963E-4,5.2359875E-4,-7.15585E-4
