TIME,X,Y,Z
20210720:13:40:15:491,0.056311622,0.22717144,9.7399
20210720:13:40:15:493,0.06586928,0.21836078,9.74781
20210720:13:40:15:497,0.054846372,0.222067,9.7478485
20210720:13:40:15:500,0.061377753,0.21574631,9.74916
20210720:13:40:15:504,0.0649116,0.2100098,9.744966
20210720:13:40:15:508,0.061444793,0.21333295,9.746116
20210720:13:40:15:512,0.06531382,0.20027976,9.75552
20210720:13:40:15:516,0.06789956,0.19740672,9.748346
20210720:13:40:15:520,0.07060022,0.18285954,9.7442
20210720:13:40:15:525,0.075446084,0.2112835,9.739728
20210720:13:40:15:528,0.08833646,0.2097608,9.73086
20210720:13:40:15:532,0.07670064,0.22339818,9.736615
20210720:13:40:15:536,0.069853224,0.21206881,9.737438
20210720:13:40:15:541,0.078290395,0.212902,9.733655
20210720:13:40:15:545,0.07141425,0.23166296,9.747207
20210720:13:40:15:549,0.08448659,0.21189642,9.745809
20210720:13:40:15:553,0.07108864,0.20635146,9.743635
20210720:13:40:15:558,0.06663542,0.21911734,9.744515
20210720:13:40:15:561,0.048765097,0.2227661,9.735016
20210720:13:40:15:564,0.072640084,0.21024922,9.734193
20210720:13:40:15:569,0.057891797,0.2106323,9.733187
20210720:13:40:15:574,0.05491341,0.20312408,9.740379
20210720:13:40:15:577,0.066836536,0.2117049,9.740877
20210720:13:40:15:580,0.059242126,0.22477724,9.736271
20210720:13:40:15:585,0.06677908,0.23376985,9.733464
20210720:13:40:15:590,0.066961035,0.22316833,9.736222
20210720:13:40:15:593,0.07008307,0.20418711,9.731079
20210720:13:40:15:596,0.06414545,0.20562361,9.744764
20210720:13:40:15:600,0.05629247,0.21139844,9.738415
20210720:13:40:15:604,0.06660669,0.20825724,9.750501
20210720:13:40:15:609,0.07000645,0.20847751,9.745214
20210720:13:40:15:613,0.062210936,0.19767487,9.749313
20210720:13:40:15:617,0.06558197,0.19631496,9.743252
20210720:13:40:15:620,0.07581958,0.20813273,9.7437105
20210720:13:40:15:624,0.077725366,0.21338083,9.749372
20210720:13:40:15:628,0.07129932,0.21412782,9.750808
20210720:13:40:15:633,0.06258443,0.21144632,9.742935
20210720:13:40:15:636,0.063111156,0.2051735,9.746872
20210720:13:40:15:642,0.06742072,0.21527705,9.728427
20210720:13:40:15:644,0.058265295,0.20470424,9.737659
20210720:13:40:15:648,0.06979577,0.21680933,9.736625
20210720:13:40:15:652,0.08186254,0.21150379,9.733848
20210720:13:40:15:658,0.077083714,0.22312044,9.723964
20210720:13:40:15:660,0.068024054,0.21135056,9.731971
20210720:13:40:15:665,0.07784028,0.20907128,9.749869
20210720:13:40:15:668,0.07588662,0.20678242,9.734489
20210720:13:40:15:673,0.068062365,0.2180256,9.746939
20210720:13:40:15:676,0.07296569,0.19402611,9.737113
20210720:13:40:15:680,0.07183562,0.18920897,9.731817
20210720:13:40:15:684,0.08016745,0.19005173,9.742372
20210720:13:40:15:689,0.076116465,0.20591092,9.743271
20210720:13:40:15:693,0.07599196,0.20117998,9.744391
20210720:13:40:15:696,0.086085916,0.21619642,9.748145
20210720:13:40:15:700,0.07330088,0.21531536,9.739546
20210720:13:40:15:704,0.078319125,0.19381541,9.743472
20210720:13:40:15:709,0.06747818,0.1885386,9.739632
20210720:13:40:15:712,0.07990888,0.21059398,9.723964
20210720:13:40:15:716,0.07459375,0.20361249,9.727679
20210720:13:40:15:720,0.07488105,0.21356279,9.727316
20210720:13:40:15:726,0.06678865,0.2018695,9.736606
20210720:13:40:15:729,0.062028978,0.19801006,9.7530775
20210720:13:40:15:732,0.06402095,0.2018695,9.78176
20210720:13:40:15:736,0.057776876,0.2090617,9.754352
20210720:13:40:15:741,0.06636727,0.22557211,9.718074
20210720:13:40:15:745,0.08724471,0.22905806,9.752627
20210720:13:40:15:768,0.06958508,0.2008448,9.781502
20210720:13:40:15:769,0.046734817,0.19816329,9.729375
20210720:13:40:15:770,0.075829156,0.2088127,9.705375
20210720:13:40:15:771,0.079085276,0.22313002,9.762003
20210720:13:40:15:771,0.07063853,0.19578823,9.738502
20210720:13:40:15:772,0.074651204,0.20832428,9.721943
20210720:13:40:15:776,0.07481402,0.21691467,9.6802845
20210720:13:40:15:777,0.06666415,0.24242729,9.76684
20210720:13:40:15:781,0.06571605,0.22041978,9.738387
20210720:13:40:15:793,0.082676575,0.21319887,9.780017
20210720:13:40:15:794,0.07488105,0.19487844,9.732938
20210720:13:40:15:795,0.079516225,0.22651063,9.781635
20210720:13:40:15:796,0.060286,0.2056715,9.73017
20210720:13:40:15:800,0.08244673,0.21874385,9.762865
20210720:13:40:15:826,0.05772899,0.19678423,9.743109
20210720:13:40:15:827,0.072419815,0.20788375,9.787247
20210720:13:40:15:827,0.07323384,0.19604681,9.710193
20210720:13:40:15:828,0.08431421,0.20413922,9.773955
20210720:13:40:15:828,0.05583278,0.20196527,9.704715
20210720:13:40:15:829,0.06870401,0.21051736,9.77159
20210720:13:40:15:829,0.06313031,0.20388065,9.7156315
20210720:13:40:15:833,0.08052179,0.22269906,9.777747
20210720:13:40:15:836,0.05320874,0.20378487,9.740427
20210720:13:40:15:841,0.06612785,0.20224302,9.7764635
20210720:13:40:15:844,0.053371545,0.1965927,9.73562
20210720:13:40:15:848,0.08721598,0.20773052,9.778993
20210720:13:40:15:853,0.069230735,0.1954339,9.741662
20210720:13:40:15:857,0.077054985,0.20015526,9.747638
20210720:13:40:15:860,0.06464345,0.19648735,9.715279
20210720:13:40:15:866,0.08096232,0.20591092,9.720545
20210720:13:40:15:868,0.06745903,0.20524053,9.744477
20210720:13:40:15:873,0.06778464,0.1956829,9.717146
20210720:13:40:15:877,0.066893995,0.19808666,9.753298
20210720:13:40:15:883,0.07032249,0.1915936,9.719194
20210720:13:40:15:885,0.056484006,0.19124882,9.759867
20210720:13:40:15:889,0.07800309,0.19567332,9.712366
20210720:13:40:15:892,0.07490021,0.2050969,9.762242
20210720:13:40:15:896,0.068378404,0.21580377,9.710001
20210720:13:40:15:900,0.068158135,0.20718463,9.785677
20210720:13:40:15:905,0.08201577,0.21752758,9.725717
20210720:13:40:15:908,0.06939354,0.20082563,9.769196
20210720:13:40:15:912,0.07269754,0.21000022,9.746048
20210720:13:40:15:917,0.0621439,0.19470605,9.735667
20210720:13:40:15:920,0.07594407,0.20252074,9.696048
20210720:13:40:15:924,0.07874051,0.20237708,9.733196
20210720:13:40:15:928,0.08158482,0.21881089,9.681529
20210720:13:40:15:932,0.073999986,0.21959618,9.764637
20210720:13:40:15:936,0.06369534,0.21477905,9.69056
20210720:13:40:15:941,0.07392337,0.21002895,9.769137
20210720:13:40:15:945,0.05931874,0.2203719,9.686116
20210720:13:40:15:949,0.05938578,0.21291158,9.787506
20210720:13:40:15:952,0.05320874,0.19183302,9.6630745
20210720:13:40:15:957,0.062354587,0.20561405,9.773495
20210720:13:40:15:961,0.07110779,0.22350352,9.703872
20210720:13:40:15:965,0.06785168,0.21258596,9.754734
20210720:13:40:15:969,0.057805605,0.22109017,9.780524
20210720:13:40:15:973,0.059079323,0.22122425,9.855434
20210720:13:40:15:976,0.065821394,0.1982399,9.67901
20210720:13:40:15:980,0.086717986,0.21692425,9.7921505
20210720:13:40:15:984,0.076518685,0.1987379,9.711025
20210720:13:40:15:989,0.09933064,0.2201229,9.7880335
20210720:13:40:15:993,0.07757214,0.20373699,9.722547
20210720:13:40:15:996,0.08629661,0.19076999,9.771915
20210720:13:40:16:000,0.059778426,0.18504307,9.708287
20210720:13:40:16:005,0.09890927,0.19763656,9.721818
20210720:13:40:16:009,0.073932946,0.19480184,9.735658
20210720:13:40:16:012,0.08403648,0.19513701,9.749476
20210720:13:40:16:016,0.063484654,0.20278887,9.692964
20210720:13:40:16:020,0.06442318,0.19901563,9.674978
20210720:13:40:16:024,0.058753707,0.21148463,9.769626
20210720:13:40:16:028,0.07229531,0.21295945,9.732477
20210720:13:40:16:032,0.066147,0.20252074,9.760375
20210720:13:40:16:036,0.057671532,0.1943613,9.725286
20210720:13:40:16:041,0.069901116,0.21975899,9.86416
20210720:13:40:16:044,0.047893614,0.18430565,9.7104225
20210720:13:40:16:048,0.07147171,0.20209935,9.710623
20210720:13:40:16:052,0.06742072,0.18597202,9.730007
20210720:13:40:16:057,0.06278554,0.212155,9.726569
20210720:13:40:16:060,0.056397814,0.19688958,9.737486
20210720:13:40:16:064,0.054769758,0.21324675,9.73423
20210720:13:40:16:068,0.0756855,0.20299,9.768822
20210720:13:40:16:073,0.069106236,0.20178333,9.753173
20210720:13:40:16:076,0.08089529,0.2092628,9.772758
20210720:13:40:16:080,0.065534085,0.22286187,9.754677
20210720:13:40:16:084,0.06834967,0.21928972,9.725314
20210720:13:40:16:089,0.055018757,0.22201912,9.722499
20210720:13:40:16:093,0.07309019,0.22428882,9.713286
20210720:13:40:16:097,0.056330778,0.21308395,9.72812
20210720:13:40:16:101,0.07821378,0.20819978,9.739852
20210720:13:40:16:106,0.10741347,0.20397641,9.75326
20210720:13:40:16:109,0.07340623,0.18142304,9.745799
20210720:13:40:16:113,0.0978175,0.19368133,9.728312
20210720:13:40:16:116,0.07513963,0.19323123,9.71524
20210720:13:40:16:122,0.06743987,0.196382,9.686078
20210720:13:40:16:125,0.07805097,0.20771137,9.77112
20210720:13:40:16:128,0.057039462,0.20438822,9.719291
20210720:13:40:16:132,0.09060617,0.201994,9.779145
20210720:13:40:16:136,0.08222646,0.20122786,9.736299
20210720:13:40:16:141,0.085798614,0.2160815,9.733856
20210720:13:40:16:145,0.063963495,0.20651427,9.719319
20210720:13:40:16:148,0.06540002,0.21419485,9.687419
20210720:13:40:16:152,0.07584831,0.22589771,9.760461
20210720:13:40:16:157,0.0641263,0.19562542,9.738588
20210720:13:40:16:161,0.074718244,0.19975303,9.75481
20210720:13:40:16:164,0.055018757,0.20017442,9.744775
20210720:13:40:16:168,0.078376584,0.2182267,9.713793
20210720:13:40:16:173,0.08622957,0.21156123,9.774157
20210720:13:40:16:176,0.07289865,0.19580738,9.728934
20210720:13:40:16:180,0.09368032,0.19182344,9.757225
20210720:13:40:16:184,0.07694965,0.1801972,9.756574
20210720:13:40:16:189,0.059098475,0.19235016,9.716043
20210720:13:40:16:193,0.0833661,0.20129491,9.77632
20210720:13:40:16:197,0.0576428,0.20284635,9.738923
20210720:13:40:16:200,0.0617321,0.2172307,9.742821
20210720:13:40:16:205,0.059960388,0.21444386,9.73174
20210720:13:40:16:209,0.06536171,0.20607373,9.710383
20210720:13:40:16:213,0.08689036,0.19791429,9.774108
20210720:13:40:16:217,0.0776679,0.19619046,9.736452
