TIME,X,Y,Z
20210720:07:46:21:947,0.07988972,0.19144996,9.748902
20210720:07:46:21:949,0.06607997,0.20557573,9.749505
20210720:07:46:21:952,0.08391198,0.1934132,9.754696
20210720:07:46:21:956,0.08417056,0.20540336,9.746182
20210720:07:46:21:960,0.0858848,0.19771318,9.759475
20210720:07:46:21:964,0.08110598,0.21216458,9.762377
20210720:07:46:21:969,0.075034276,0.19548178,9.76319
20210720:07:46:21:972,0.075915344,0.19191921,9.768841
20210720:07:46:21:976,0.07744764,0.18819383,9.762903
20210720:07:46:21:980,0.07194097,0.19158402,9.752724
20210720:07:46:21:984,0.08342356,0.20184077,9.762971
20210720:07:46:21:988,0.07550355,0.19531897,9.75844
20210720:07:46:21:992,0.072132505,0.18897912,9.745856
20210720:07:46:21:996,0.07915231,0.1881651,9.753164
20210720:07:46:22:000,0.07319553,0.1683507,9.750971
20210720:07:46:22:004,0.07567593,0.17657717,9.75936
20210720:07:46:22:008,0.07650911,0.1865562,9.759724
20210720:07:46:22:012,0.07259219,0.18595286,9.74601
20210720:07:46:22:016,0.063293114,0.1752843,9.760797
20210720:07:46:22:020,0.07105033,0.19081788,9.754064
20210720:07:46:22:024,0.08045476,0.19108602,9.76115
20210720:07:46:22:028,0.089083456,0.17953639,9.755059
20210720:07:46:22:032,0.08330864,0.17589721,9.757225
20210720:07:46:22:036,0.08162312,0.19532855,9.756171
20210720:07:46:22:040,0.080272794,0.19539559,9.745436
20210720:07:46:22:044,0.07934384,0.19305885,9.747207
20210720:07:46:22:048,0.07296569,0.17777427,9.754035
20210720:07:46:22:053,0.08532935,0.1942368,9.750654
20210720:07:46:22:056,0.083251186,0.18842368,9.76005
20210720:07:46:22:060,0.07018842,0.19144996,9.752876
20210720:07:46:22:064,0.06480625,0.19483055,9.753087
20210720:07:46:22:069,0.059960388,0.22152112,9.75234
20210720:07:46:22:073,0.06939354,0.1752364,9.753537
20210720:07:46:22:076,0.06541917,0.17799453,9.75392
20210720:07:46:22:081,0.07492894,0.19080831,9.758546
20210720:07:46:22:085,0.081575245,0.1828021,9.752312
20210720:07:46:22:088,0.084793046,0.20246327,9.7667055
20210720:07:46:22:092,0.073147655,0.20864032,9.763688
20210720:07:46:22:096,0.07414364,0.20280804,9.752187
20210720:07:46:22:100,0.0744501,0.19045396,9.749802
20210720:07:46:22:104,0.07479486,0.18050367,9.764675
20210720:07:46:22:108,0.081508204,0.18076222,9.757693
20210720:07:46:22:112,0.079956755,0.19487844,9.751057
20210720:07:46:22:116,0.07414364,0.1961809,9.758229
20210720:07:46:22:120,0.07087795,0.1911435,9.752475
20210720:07:46:22:124,0.09057744,0.21729775,9.757866
20210720:07:46:22:128,0.08036856,0.19843145,9.760385
20210720:07:46:22:132,0.08147947,0.18947713,9.758747
20210720:07:46:22:137,0.086181685,0.19115306,9.749228
20210720:07:46:22:140,0.09618945,0.17889474,9.757148
20210720:07:46:22:144,0.08676587,0.19615217,9.758842
20210720:07:46:22:148,0.091132894,0.17833929,9.755759
20210720:07:46:22:154,0.0902231,0.1841237,9.760529
20210720:07:46:22:156,0.091171205,0.18832791,9.749601
20210720:07:46:22:160,0.07920019,0.17989074,9.748558
20210720:07:46:22:164,0.07760087,0.18111658,9.752226
20210720:07:46:22:169,0.07610688,0.18129852,9.745051
20210720:07:46:22:172,0.08249462,0.1898602,9.75619
20210720:07:46:22:176,0.08418013,0.19244593,9.753834
20210720:07:46:22:180,0.07827124,0.17646223,9.763756
20210720:07:46:22:187,0.08632534,0.19148825,9.761927
20210720:07:46:22:189,0.083184145,0.19392076,9.755998
20210720:07:46:22:192,0.075541854,0.20448397,9.745856
20210720:07:46:22:196,0.07739017,0.20260692,9.753662
20210720:07:46:22:201,0.077620015,0.19532855,9.749218
20210720:07:46:22:204,0.06690357,0.1977036,9.7393055
20210720:07:46:22:209,0.07085879,0.19113392,9.743012
20210720:07:46:22:212,0.08281065,0.19260873,9.757636
20210720:07:46:22:216,0.09391975,0.18788737,9.749869
20210720:07:46:22:221,0.080062106,0.18104953,9.750071
20210720:07:46:22:224,0.080062106,0.18925685,9.752407
20210720:07:46:22:228,0.07490021,0.19253212,9.761065
20210720:07:46:22:232,0.08192958,0.19176598,9.759465
20210720:07:46:22:237,0.0837396,0.1898985,9.762204
20210720:07:46:22:241,0.09379524,0.20854454,9.757866
20210720:07:46:22:245,0.082714885,0.1870063,9.737429
20210720:07:46:22:248,0.06502652,0.19195752,9.739814
20210720:07:46:22:254,0.077466786,0.20173542,9.758478
20210720:07:46:22:256,0.0617321,0.20403388,9.767156
20210720:07:46:22:260,0.0728795,0.20080648,9.755711
20210720:07:46:22:264,0.076681495,0.18365441,9.753221
20210720:07:46:22:269,0.08775228,0.18567513,9.751593
20210720:07:46:22:272,0.079114,0.1855219,9.769626
20210720:07:46:22:276,0.072640084,0.193576,9.747523
20210720:07:46:22:280,0.083433144,0.20384233,9.799831
20210720:07:46:22:286,0.03566403,0.18531121,9.757875
20210720:07:46:22:289,0.109529935,0.20949264,9.703776
20210720:07:46:22:292,0.07960242,0.21264341,9.737411
20210720:07:46:22:296,0.08183382,0.1903103,9.7075205
20210720:07:46:22:301,0.07506301,0.19104771,9.754189
20210720:07:46:22:304,0.09420705,0.1985272,9.688176
20210720:07:46:22:308,0.08703402,0.17520769,9.70007
20210720:07:46:22:312,0.086650945,0.1831277,9.699801
20210720:07:46:22:316,0.084793046,0.18460253,9.781196
20210720:07:46:22:321,0.08785763,0.19411229,9.727325
20210720:07:46:22:324,0.11650185,0.1921299,9.849143
20210720:07:46:22:328,0.0759345,0.1896495,9.756438
20210720:07:46:22:332,0.06996815,0.18719785,9.827326
20210720:07:46:22:336,0.06732495,0.18917067,9.767931
20210720:07:46:22:340,0.08094317,0.19835483,9.783991
20210720:07:46:22:344,0.069422275,0.18533036,9.754418
20210720:07:46:22:350,0.07698795,0.17628986,9.752857
20210720:07:46:22:353,0.06905836,0.17622283,9.73287
20210720:07:46:22:356,0.08822154,0.18789694,9.742313
20210720:07:46:22:361,0.06461471,0.17566738,9.734661
20210720:07:46:22:364,0.078194626,0.19424637,9.7529335
20210720:07:46:22:369,0.07138552,0.1885386,9.716848
20210720:07:46:22:373,0.072755,0.18424818,9.752551
20210720:07:46:22:377,0.06175125,0.21089087,9.720776
20210720:07:46:22:381,0.06473921,0.21696256,9.755558
20210720:07:46:22:386,0.0839024,0.21699129,9.713697
20210720:07:46:22:388,0.0656107,0.20482875,9.749476
20210720:07:46:22:392,0.09210015,0.20716548,9.731453
20210720:07:46:22:396,0.08020575,0.19652565,9.759025
20210720:07:46:22:401,0.07013096,0.19566374,9.736825
20210720:07:46:22:404,0.07825209,0.19598936,9.773648
20210720:07:46:22:408,0.07628884,0.19340362,9.729212
20210720:07:46:22:412,0.07980353,0.18237112,9.746986
20210720:07:46:22:416,0.07631757,0.18913235,9.724912
20210720:07:46:22:421,0.08305007,0.1982399,9.7684
20210720:07:46:22:424,0.059625197,0.2022909,9.741193
20210720:07:46:22:428,0.06445191,0.2008831,9.782009
20210720:07:46:22:432,0.0564457,0.18282124,9.73379
20210720:07:46:22:436,0.07689218,0.19348022,9.784796
20210720:07:46:22:440,0.07233362,0.18669984,9.737227
20210720:07:46:22:444,0.08219773,0.18598159,9.779882
20210720:07:46:22:448,0.06763141,0.17692193,9.74782
20210720:07:46:22:453,0.07880754,0.20447439,9.771005
20210720:07:46:22:457,0.06781337,0.1787128,9.759025
20210720:07:46:22:461,0.10273041,0.20355502,9.785619
20210720:07:46:22:464,0.07362649,0.18484195,9.755749
20210720:07:46:22:469,0.101293884,0.19943699,9.785639
20210720:07:46:22:473,0.06471048,0.1856464,9.740925
20210720:07:46:22:477,0.08004295,0.1874181,9.763324
20210720:07:46:22:481,0.077409334,0.19734927,9.764905
20210720:07:46:22:484,0.096974745,0.20573854,9.758603
20210720:07:46:22:488,0.06121495,0.21187727,9.760126
20210720:07:46:22:493,0.09436986,0.19971472,9.725783
20210720:07:46:22:496,0.08113471,0.1823041,9.772068
20210720:07:46:22:500,0.06877105,0.1965065,9.708833
20210720:07:46:22:505,0.07294654,0.19838355,9.769904
20210720:07:46:22:508,0.053812075,0.19703321,9.718763
20210720:07:46:22:512,0.08461109,0.19449538,9.768936
20210720:07:46:22:516,0.055583786,0.17789876,9.728321
20210720:07:46:22:521,0.09648633,0.1802738,9.764138
20210720:07:46:22:524,0.07082049,0.16806339,9.776981
20210720:07:46:22:528,0.09944557,0.18666154,9.766543
20210720:07:46:22:532,0.06981492,0.18628804,9.761831
20210720:07:46:22:537,0.08154651,0.190272,9.743778
20210720:07:46:22:541,0.07540777,0.18876843,9.77271
20210720:07:46:22:544,0.077754095,0.18613482,9.738062
20210720:07:46:22:548,0.09194692,0.19398779,9.783829
20210720:07:46:22:553,0.07536947,0.19094236,9.734834
20210720:07:46:22:556,0.09461885,0.21531536,9.770919
20210720:07:46:22:560,0.08162312,0.20444568,9.721752
20210720:07:46:22:565,0.09865069,0.19054973,9.7702675
20210720:07:46:22:569,0.07233362,0.19995415,9.744488
20210720:07:46:22:572,0.08213069,0.2103354,9.762463
20210720:07:46:22:576,0.078893736,0.19289604,9.754227
20210720:07:46:22:580,0.09607452,0.20335391,9.750261
20210720:07:46:22:586,0.073004,0.1860199,9.758
20210720:07:46:22:589,0.09190862,0.1945241,9.753117
20210720:07:46:22:592,0.07909485,0.20573854,9.759283
20210720:07:46:22:596,0.092904605,0.19980092,9.75164
20210720:07:46:22:601,0.09099882,0.18237112,9.755222
20210720:07:46:22:604,0.09070194,0.19466776,9.746671
20210720:07:46:22:608,0.07751467,0.19313547,9.755079
20210720:07:46:22:612,0.08272446,0.1871787,9.756966
20210720:07:46:22:616,0.08219773,0.2002223,9.762654
20210720:07:46:22:620,0.08226477,0.21856189,9.754686
20210720:07:46:22:624,0.08099106,0.20263565,9.752475
20210720:07:46:22:628,0.086785026,0.19424637,9.745406
20210720:07:46:22:632,0.08616253,0.18975486,9.754418
20210720:07:46:22:638,0.07388506,0.17818606,9.745904
20210720:07:46:22:641,0.06526594,0.19325039,9.747887
20210720:07:46:22:659,0.07079176,0.1977036,9.7552805
20210720:07:46:22:659,0.06801448,0.19900604,9.755347
20210720:07:46:22:660,0.07716991,0.18557936,9.7512
20210720:07:46:22:660,0.080282375,0.20278887,9.760203
20210720:07:46:22:660,0.077054985,0.19396864,9.751047
20210720:07:46:22:664,0.07992803,0.18999426,9.755462
