TIME,X,Y,Z
20210720:05:30:14:605,0.083337374,0.19057846,9.755003
20210720:05:30:14:605,0.09828676,0.19801964,9.759398
20210720:05:30:14:608,0.0856358,0.20919576,9.754715
20210720:05:30:14:613,0.085683696,0.19497421,9.751497
20210720:05:30:14:616,0.09323979,0.18877801,9.750941
20210720:05:30:14:620,0.07578127,0.20651427,9.747916
20210720:05:30:14:624,0.08050264,0.19826864,9.757013
20210720:05:30:14:629,0.08503247,0.18850029,9.752666
20210720:05:30:14:632,0.082714885,0.1995998,9.758173
20210720:05:30:14:636,0.09752062,0.19928376,9.75484
20210720:05:30:14:640,0.088518426,0.19540517,9.7533455
20210720:05:30:14:645,0.0784532,0.19816329,9.759274
20210720:05:30:14:648,0.092713065,0.18983147,9.757587
20210720:05:30:14:652,0.085836925,0.18465999,9.755625
20210720:05:30:14:656,0.08215942,0.18892166,9.76071
20210720:05:30:14:660,0.074651204,0.17313908,9.7442665
20210720:05:30:14:664,0.08569327,0.18679562,9.743846
20210720:05:30:14:668,0.092310846,0.19880493,9.7585745
20210720:05:30:14:672,0.07784028,0.19895816,9.751881
20210720:05:30:14:676,0.07417237,0.19433257,9.747896
20210720:05:30:14:680,0.07562804,0.17389566,9.746584
20210720:05:30:14:685,0.07667191,0.19394949,9.742198
20210720:05:30:14:688,0.091697924,0.18770541,9.746374
20210720:05:30:14:692,0.07803182,0.18831833,9.746671
20210720:05:30:14:696,0.08918881,0.19520405,9.75756
20210720:05:30:14:701,0.09089347,0.19808666,9.752254
20210720:05:30:14:705,0.075426936,0.19913054,9.748739
20210720:05:30:14:709,0.07024588,0.18240944,9.740465
20210720:05:30:14:713,0.07236235,0.1898985,9.754093
20210720:05:30:14:716,0.06314947,0.17757314,9.767175
20210720:05:30:14:723,0.06892428,0.18799272,9.763124
20210720:05:30:14:724,0.084975004,0.18931432,9.759168
20210720:05:30:14:729,0.08673713,0.20715591,9.75552
20210720:05:30:14:732,0.08172847,0.19190964,9.754581
20210720:05:30:14:736,0.07530243,0.19546263,9.749094
20210720:05:30:14:740,0.06879978,0.18682434,9.746441
20210720:05:30:14:746,0.071155675,0.190521,9.731788
20210720:05:30:14:749,0.07144298,0.18896955,9.743692
20210720:05:30:14:752,0.092684336,0.19203414,9.746718
20210720:05:30:14:756,0.08200619,0.20241539,9.740925
20210720:05:30:14:761,0.07397125,0.1937388,9.739881
20210720:05:30:14:765,0.07980353,0.18315643,9.739402
20210720:05:30:14:768,0.08899727,0.17394355,9.747227
20210720:05:30:14:772,0.10387962,0.18895997,9.753469
20210720:05:30:14:777,0.09854534,0.19054973,9.748883
