TIME,X,Y,Z
20210720:02:02:22:993,-4.1887903E-4,-5.410521E-4,4.363323E-4
20210720:02:02:22:993,-5.5850536E-4,-4.886922E-4,-9.0757123E-4
20210720:02:02:22:996,7.330383E-4,8.726646E-5,-6.283185E-4
20210720:02:02:23:001,-2.2689281E-4,1.7453292E-4,2.7925268E-4
20210720:02:02:23:005,-2.0943952E-4,-5.410521E-4,1.2217305E-4
20210720:02:02:23:009,-6.981317E-5,-3.4906585E-5,5.410521E-4
20210720:02:02:23:013,-3.6651915E-4,-5.9341197E-4,6.1086525E-4
20210720:02:02:23:016,-2.2689281E-4,-4.886922E-4,1.7453292E-4
20210720:02:02:23:020,-6.981317E-5,9.773844E-4,5.410521E-4
20210720:02:02:23:025,-3.6651915E-4,-1.0471976E-4,2.9670598E-4
20210720:02:02:23:028,-2.2689281E-4,-1.5707963E-4,-2.9670598E-4
20210720:02:02:23:032,2.2689281E-4,-4.1887903E-4,-8.5521134E-4
20210720:02:02:23:036,-1.9198621E-4,8.726646E-5,-9.424778E-4
20210720:02:02:23:041,-1.9198621E-4,5.235988E-5,-8.2030473E-4
20210720:02:02:23:044,-6.981317E-5,7.5049157E-4,-4.886922E-4
20210720:02:02:23:048,-5.235988E-5,2.9670598E-4,-0.001012291
20210720:02:02:23:052,-8.0285146E-4,-2.0943952E-4,2.2689281E-4
20210720:02:02:23:057,-2.9670598E-4,0.001012291,2.443461E-4
20210720:02:02:23:060,-8.726646E-5,3.3161257E-4,-7.5049157E-4
20210720:02:02:23:065,-5.235988E-5,2.2689281E-4,-3.4906585E-5
20210720:02:02:23:069,6.981317E-5,2.0943952E-4,6.981317E-5
20210720:02:02:23:075,-1.5707963E-4,-1.0471976E-4,4.0142573E-4
20210720:02:02:23:077,-6.981317E-5,-7.330383E-4,1.3962634E-4
20210720:02:02:23:080,-5.235988E-5,-6.981317E-5,1.0471976E-4
20210720:02:02:23:085,-5.235988E-5,1.5707963E-4,5.410521E-4
20210720:02:02:23:089,-5.235988E-5,1.9198621E-4,2.9670598E-4
20210720:02:02:23:093,-5.235988E-5,-6.806784E-4,1.2217305E-4
20210720:02:02:23:096,6.981317E-5,-0.0014486233,-7.6794485E-4
20210720:02:02:23:100,-1.5707963E-4,1.0471976E-4,6.981317E-4
20210720:02:02:23:105,3.6651915E-4,5.061455E-4,6.283185E-4
20210720:02:02:23:108,4.5378561E-4,3.8397242E-4,6.283185E-4
20210720:02:02:23:113,4.712389E-4,8.5521134E-4,9.424778E-4
20210720:02:02:23:117,1.7453292E-5,2.443461E-4,9.250245E-4
20210720:02:02:23:120,4.0142573E-4,6.981317E-5,-1.9198621E-4
20210720:02:02:23:125,7.6794485E-4,-2.443461E-4,-2.6179937E-4
20210720:02:02:23:128,2.0943952E-4,-6.283185E-4,-5.2359875E-4
20210720:02:02:23:132,0.0,-0.001134464,2.9670598E-4
