TIME,X,Y,Z
20210720:00:30:07:874,-0.0017802358,-5.235988E-5,2.2689281E-4
20210720:00:30:07:877,-6.981317E-5,-5.235988E-5,-5.7595863E-4
20210720:00:30:07:880,4.5378561E-4,2.443461E-4,1.0471976E-4
20210720:00:30:07:884,0.0017453292,5.5850536E-4,1.5707963E-4
20210720:00:30:07:889,1.2217305E-4,-2.6179937E-4,3.4906584E-4
20210720:00:30:07:893,3.6651915E-4,-9.773844E-4,5.061455E-4
20210720:00:30:07:896,2.0943952E-4,-3.3161257E-4,5.410521E-4
20210720:00:30:07:900,3.6651915E-4,-1.0471976E-4,9.773844E-4
20210720:00:30:07:904,5.2359875E-4,3.6651915E-4,6.1086525E-4
20210720:00:30:07:908,-1.9198621E-4,-8.726646E-4,-1.9198621E-4
20210720:00:30:07:912,-4.363323E-4,-1.9198621E-4,2.9670598E-4
20210720:00:30:07:916,-1.5707963E-4,-6.981317E-5,5.235988E-5
20210720:00:30:07:920,-7.5049157E-4,-5.235988E-5,-1.5707963E-4
20210720:00:30:07:925,2.0943952E-4,-5.235988E-5,-0.001012291
20210720:00:30:07:929,5.061455E-4,-5.235988E-5,5.9341197E-4
20210720:00:30:07:933,-5.061455E-4,-5.235988E-5,1.0471976E-4
20210720:00:30:07:937,-7.5049157E-4,-5.235988E-5,1.7453292E-5
20210720:00:30:07:942,3.3161257E-4,3.8397242E-4,-2.7925268E-4
20210720:00:30:07:945,6.981317E-5,0.0,-6.6322513E-4
20210720:00:30:07:948,4.712389E-4,-3.4906585E-5,-0.001553343
20210720:00:30:07:953,1.0471976E-4,6.981317E-4,2.443461E-4
20210720:00:30:07:958,1.7453292E-4,1.9198621E-4,6.283185E-4
20210720:00:30:07:961,-6.981317E-4,0.0,-5.235988E-5
20210720:00:30:07:964,-3.3161257E-4,3.8397242E-4,1.7453292E-4
20210720:00:30:07:969,4.0142573E-4,4.5378561E-4,-6.981317E-4
20210720:00:30:07:973,8.726646E-5,3.3161257E-4,-5.410521E-4
20210720:00:30:07:977,-6.981317E-4,1.2217305E-4,-1.9198621E-4
20210720:00:30:07:981,-2.0943952E-4,2.7925268E-4,4.1887903E-4
20210720:00:30:07:984,4.363323E-4,0.001012291,5.2359875E-4
20210720:00:30:07:988,5.410521E-4,1.0471976E-4,5.410521E-4
20210720:00:30:07:993,1.0471976E-4,2.7925268E-4,5.410521E-4
20210720:00:30:07:996,1.7453292E-4,1.2217305E-4,-5.2359875E-4
20210720:00:30:08:000,-2.443461E-4,-1.7453292E-5,-6.283185E-4
20210720:00:30:08:004,4.886922E-4,3.8397242E-4,-8.726646E-5
20210720:00:30:08:008,6.806784E-4,-1.0471976E-4,0.0
20210720:00:30:08:012,1.3962634E-4,5.235988E-5,-1.0471976E-4
20210720:00:30:08:016,4.886922E-4,-4.712389E-4,0.0
20210720:00:30:08:020,8.5521134E-4,-1.2217305E-4,1.3962634E-4
20210720:00:30:08:025,7.330383E-4,-6.981317E-5,-4.0142573E-4
20210720:00:30:08:029,-1.5707963E-4,-5.235988E-5,-6.1086525E-4
20210720:00:30:08:032,3.1415926E-4,-5.235988E-5,3.4906584E-4
20210720:00:30:08:036,2.0943952E-4,-5.235988E-5,5.061455E-4
20210720:00:30:08:043,3.6651915E-4,-5.235988E-5,2.2689281E-4
20210720:00:30:08:045,-3.4906584E-4,-5.235988E-5,-5.061455E-4
20210720:00:30:08:048,-6.457718E-4,-5.235988E-5,-6.981317E-5
20210720:00:30:08:052,-3.3161257E-4,3.8397242E-4,-6.283185E-4
20210720:00:30:08:057,4.0142573E-4,4.5378561E-4,8.726646E-5
20210720:00:30:08:061,5.410521E-4,7.853982E-4,-2.7925268E-4
20210720:00:30:08:064,5.5850536E-4,-2.2689281E-4,-9.0757123E-4
20210720:00:30:08:068,5.5850536E-4,-4.0142573E-4,1.7453292E-4
20210720:00:30:08:074,-5.061455E-4,-2.443461E-4,-0.0011519173
20210720:00:30:08:077,-6.1086525E-4,-8.726646E-5,-6.1086525E-4
20210720:00:30:08:081,2.2689281E-4,-5.235988E-5,2.2689281E-4
20210720:00:30:08:084,5.061455E-4,-4.886922E-4,4.886922E-4
20210720:00:30:08:088,5.410521E-4,-2.443461E-4,2.0943952E-4
20210720:00:30:08:093,1.0471976E-4,-2.7925268E-4,3.6651915E-4
20210720:00:30:08:097,-2.6179937E-4,-2.0943952E-4,-2.2689281E-4
20210720:00:30:08:100,2.9670598E-4,-6.981317E-5,2.7925268E-4
20210720:00:30:08:104,-4.1887903E-4,-5.235988E-5,-6.806784E-4
20210720:00:30:08:108,-2.9670598E-4,-4.886922E-4,2.0943952E-4
20210720:00:30:08:112,-1.3962634E-4,2.9670598E-4,1.7453292E-4
20210720:00:30:08:117,1.2217305E-4,6.283185E-4,-6.981317E-5
20210720:00:30:08:121,-6.981317E-5,0.0011868239,1.2217305E-4
20210720:00:30:08:125,4.5378561E-4,-2.7925268E-4,-4.0142573E-4
20210720:00:30:08:129,5.410521E-4,-0.0010297443,-5.235988E-5
20210720:00:30:08:132,5.5850536E-4,2.0943952E-4,3.1415926E-4
20210720:00:30:08:136,0.0014486233,-4.363323E-4,-1.0471976E-4
20210720:00:30:08:140,-0.0010471975,9.948377E-4,-6.981317E-4
20210720:00:30:08:144,0.0011693706,-0.0010821042,3.3161257E-4
20210720:00:30:08:149,5.410521E-4,5.9341197E-4,5.061455E-4
20210720:00:30:08:152,5.235988E-5,-1.7453292E-5,5.410521E-4
20210720:00:30:08:158,-1.7453292E-5,-3.4906584E-4,-2.0943952E-4
20210720:00:30:08:161,-0.001553343,8.2030473E-4,2.7925268E-4
20210720:00:30:08:165,2.6179937E-4,7.15585E-4,5.235988E-5
20210720:00:30:08:169,-3.6651915E-4,0.0019024089,-2.7925268E-4
20210720:00:30:08:173,0.0026179939,-0.0039618975,-0.0012217305
20210720:00:30:08:178,2.6179937E-4,0.0010995574,0.0
