TIME,X,Y,Z
20210720:07:57:21:199,-0.004363323,-0.0017627826,0.0
20210720:07:57:21:201,0.0014835298,9.424778E-4,-0.0011693706
20210720:07:57:21:205,0.005323254,0.0026703537,-6.1086525E-4
20210720:07:57:21:208,0.002321288,0.0016755161,3.4906584E-4
20210720:07:57:21:212,0.0030543262,0.0019024089,-9.773844E-4
20210720:07:57:21:216,3.6651915E-4,-7.15585E-4,-1.3962634E-4
20210720:07:57:21:220,-1.2217305E-4,-0.0012042772,-1.7453292E-4
20210720:07:57:21:224,4.712389E-4,-1.5707963E-4,-7.6794485E-4
20210720:07:57:21:228,0.0010297443,7.6794485E-4,-4.1887903E-4
20210720:07:57:21:232,6.6322513E-4,7.330383E-4,-0.001553343
20210720:07:57:21:237,-7.6794485E-4,-1.3962634E-4,-6.806784E-4
20210720:07:57:21:240,-0.0019547688,-5.410521E-4,3.4906585E-5
20210720:07:57:21:245,-3.8397242E-4,-3.4906585E-5,-2.7925268E-4
20210720:07:57:21:249,2.9670598E-4,4.712389E-4,-2.0943952E-4
20210720:07:57:21:253,5.410521E-4,1.0471976E-4,-1.3962634E-4
20210720:07:57:21:257,1.3962634E-4,-0.001134464,2.443461E-4
20210720:07:57:21:261,5.2359875E-4,-2.6179937E-4,5.235988E-5
20210720:07:57:21:265,5.9341197E-4,2.9670598E-4,2.7925268E-4
20210720:07:57:21:268,5.9341197E-4,2.0943952E-4,-6.806784E-4
20210720:07:57:21:273,0.0016755161,6.981317E-5,-4.0142573E-4
20210720:07:57:21:277,0.0010297443,5.235988E-5,3.8397242E-4
20210720:07:57:21:280,9.773844E-4,-2.6179937E-4,1.7453292E-5
20210720:07:57:21:285,7.853982E-4,-7.5049157E-4,3.3161257E-4
20210720:07:57:21:291,6.283185E-4,8.5521134E-4,-1.0471976E-4
20210720:07:57:21:293,9.250245E-4,2.9670598E-4,1.2217305E-4
20210720:07:57:21:297,7.853982E-4,5.2359875E-4,-2.6179937E-4
20210720:07:57:21:300,6.283185E-4,-1.7453292E-4,4.1887903E-4
20210720:07:57:21:306,1.5707963E-4,-5.5850536E-4,2.0943952E-4
20210720:07:57:21:309,5.2359875E-4,2.6179937E-4,3.1415926E-4
20210720:07:57:21:314,-1.5707963E-4,-2.2689281E-4,8.2030473E-4
20210720:07:57:21:316,9.773844E-4,0.0,8.726646E-5
20210720:07:57:21:320,5.9341197E-4,3.4906585E-5,-2.6179937E-4
20210720:07:57:21:325,-2.7925268E-4,-3.8397242E-4,-3.3161257E-4
20210720:07:57:21:328,-4.1887903E-4,-1.7453292E-5,-1.7453292E-5
20210720:07:57:21:332,-1.2217305E-4,4.712389E-4,8.901179E-4
20210720:07:57:21:336,1.5707963E-4,5.5850536E-4,4.1887903E-4
20210720:07:57:21:341,-0.0014137167,1.2217305E-4,3.4906585E-5
20210720:07:57:21:344,-9.948377E-4,-6.806784E-4,-0.0011693706
20210720:07:57:21:348,-1.0471976E-4,-9.5993106E-4,-0.0010471975
20210720:07:57:21:352,3.4906585E-5,-5.5850536E-4,-1.3962634E-4
20210720:07:57:21:357,1.9198621E-4,-6.1086525E-4,-0.001134464
20210720:07:57:21:360,-1.7453292E-5,-5.235988E-5,-1.0471976E-4
20210720:07:57:21:365,4.886922E-4,-7.15585E-4,1.2217305E-4
20210720:07:57:21:368,1.3962634E-4,-6.457718E-4,-1.3962634E-4
20210720:07:57:21:375,-0.0012915436,-3.6651915E-4,1.2217305E-4
20210720:07:57:21:376,-4.0142573E-4,5.9341197E-4,1.5707963E-4
20210720:07:57:21:381,-1.2217305E-4,0.0010297443,-8.901179E-4
20210720:07:57:21:384,1.5707963E-4,3.3161257E-4,-8.2030473E-4
20210720:07:57:21:389,4.0142573E-4,-2.0943952E-4,-2.9670598E-4
20210720:07:57:21:392,0.001012291,-9.948377E-4,4.0142573E-4
20210720:07:57:21:396,6.6322513E-4,-4.363323E-4,6.6322513E-4
20210720:07:57:21:400,6.1086525E-4,-0.0010471975,-0.001256637
20210720:07:57:21:406,-1.3962634E-4,-1.2217305E-4,-1.7453292E-4
20210720:07:57:21:409,-8.726646E-5,1.7453292E-5,-7.5049157E-4
20210720:07:57:21:412,-8.901179E-4,3.4906585E-5,-8.726646E-5
20210720:07:57:21:416,-1.7453292E-5,3.4906584E-4,-1.7453292E-4
20210720:07:57:21:421,-8.726646E-4,2.2689281E-4,-0.0010821042
20210720:07:57:21:425,-4.5378561E-4,-2.2689281E-4,1.5707963E-4
20210720:07:57:21:429,8.5521134E-4,-8.726646E-4,6.1086525E-4
20210720:07:57:21:433,1.9198621E-4,-2.2689281E-4,6.981317E-4
20210720:07:57:21:436,0.0014137167,-2.9670598E-4,6.981317E-4
20210720:07:57:21:441,4.1887903E-4,-4.363323E-4,3.8397242E-4
20210720:07:57:21:445,0.0,-1.5707963E-4,-6.6322513E-4
20210720:07:57:21:449,-5.5850536E-4,1.3962634E-4,3.4906585E-5
20210720:07:57:21:452,-0.0022514747,-5.235988E-5,-1.5707963E-4
20210720:07:57:21:457,-8.726646E-4,1.7453292E-5,-4.363323E-4
20210720:07:57:21:460,2.2689281E-4,3.4906585E-5,6.981317E-5
20210720:07:57:21:464,5.410521E-4,-0.001012291,1.5707963E-4
20210720:07:57:21:468,-1.5707963E-4,-0.001134464,8.0285146E-4
20210720:07:57:21:473,7.853982E-4,3.4906585E-5,8.726646E-5
20210720:07:57:21:477,8.726646E-5,5.7595863E-4,-0.0010471975
20210720:07:57:21:481,-1.7453292E-4,0.0,-0.0014486233
20210720:07:57:21:484,-6.1086525E-4,1.3962634E-4,5.235988E-5
20210720:07:57:21:489,-4.1887903E-4,3.4906585E-5,6.806784E-4
20210720:07:57:21:492,8.726646E-5,-2.7925268E-4,4.712389E-4
20210720:07:57:21:497,7.5049157E-4,-5.9341197E-4,6.283185E-4
20210720:07:57:21:500,0.002321288,0.002321288,-8.726646E-5
20210720:07:57:21:506,9.424778E-4,6.457718E-4,3.4906584E-4
20210720:07:57:21:510,0.0013439035,0.001012291,-5.7595863E-4
20210720:07:57:21:513,7.6794485E-4,1.7453292E-4,-2.9670598E-4
20210720:07:57:21:516,5.5850536E-4,-2.6179937E-4,-2.443461E-4
20210720:07:57:21:521,9.5993106E-4,-1.3962634E-4,-6.806784E-4
20210720:07:57:21:525,5.7595863E-4,-7.6794485E-4,-9.424778E-4
20210720:07:57:21:528,6.457718E-4,-9.948377E-4,-2.9670598E-4
20210720:07:57:21:532,-1.7453292E-5,-2.6179937E-4,-4.363323E-4
20210720:07:57:21:536,4.1887903E-4,-3.3161257E-4,-5.2359875E-4
20210720:07:57:21:540,-2.443461E-4,-2.9670598E-4,-4.712389E-4
20210720:07:57:21:545,6.981317E-4,8.726646E-5,-5.2359875E-4
20210720:07:57:21:549,2.2689281E-4,1.7453292E-5,5.9341197E-4
20210720:07:57:21:553,-2.7925268E-4,-7.330383E-4,4.5378561E-4
20210720:07:57:21:557,-1.2217305E-4,-0.0014137167,1.9198621E-4
20210720:07:57:21:560,-0.0021118484,9.5993106E-4,7.15585E-4
20210720:07:57:21:565,-2.9670598E-4,-0.0021467549,3.4906585E-5
20210720:07:57:21:568,-9.424778E-4,0.0023038345,5.5850536E-4
20210720:07:57:21:573,1.3962634E-4,2.7925268E-4,-8.5521134E-4
20210720:07:57:21:577,-0.0015707964,1.9198621E-4,4.0142573E-4
20210720:07:57:21:581,1.5707963E-4,-0.0014660766,7.5049157E-4
20210720:07:57:21:584,-0.0017453292,0.0013439035,4.886922E-4
20210720:07:57:21:589,-0.0011170107,0.00143117,1.9198621E-4
20210720:07:57:21:594,0.0016231562,-0.001134464,-3.4906585E-5
20210720:07:57:21:596,8.726646E-4,5.2359875E-4,5.410521E-4
20210720:07:57:21:600,0.001134464,-0.0021118484,7.6794485E-4
20210720:07:57:21:606,1.0471976E-4,0.0,1.7453292E-4
20210720:07:57:21:610,9.5993106E-4,5.061455E-4,-7.330383E-4
20210720:07:57:21:613,0.002042035,-0.0011519173,-7.6794485E-4
20210720:07:57:21:616,1.9198621E-4,0.0013264503,4.1887903E-4
20210720:07:57:21:620,0.0013439035,-0.0021642083,0.0
20210720:07:57:21:625,5.7595863E-4,6.1086525E-4,5.5850536E-4
20210720:07:57:21:628,2.7925268E-4,9.948377E-4,3.3161257E-4
20210720:07:57:21:633,7.853982E-4,-8.2030473E-4,-4.5378561E-4
20210720:07:57:21:637,-3.8397242E-4,0.0018151425,-4.0142573E-4
20210720:07:57:21:640,1.0471976E-4,-0.0017453292,-1.3962634E-4
20210720:07:57:21:644,-5.5850536E-4,1.0471976E-4,5.2359875E-4
20210720:07:57:21:648,-1.0471976E-4,1.7453292E-5,-1.0471976E-4
20210720:07:57:21:652,4.0142573E-4,-9.773844E-4,6.6322513E-4
20210720:07:57:21:657,-7.5049157E-4,0.0021118484,1.5707963E-4
20210720:07:57:21:661,0.0011170107,-7.5049157E-4,-2.9670598E-4
20210720:07:57:21:664,-2.0943952E-4,5.2359875E-4,5.061455E-4
20210720:07:57:21:669,7.6794485E-4,-5.2359875E-4,7.6794485E-4
20210720:07:57:21:674,0.0013788101,1.2217305E-4,-5.7595863E-4
20210720:07:57:21:677,8.726646E-5,0.0010995574,-6.806784E-4
20210720:07:57:21:681,0.0016406095,-0.0011868239,-4.886922E-4
20210720:07:57:21:684,4.363323E-4,-1.0471976E-4,-8.726646E-5
20210720:07:57:21:690,6.283185E-4,-0.0015882496,-2.0943952E-4
20210720:07:57:21:693,1.7453292E-5,0.0017104227,3.3161257E-4
20210720:07:57:21:697,-2.443461E-4,0.0013613568,1.5707963E-4
20210720:07:57:21:701,6.981317E-5,-4.363323E-4,-3.4906584E-4
20210720:07:57:21:706,-0.0012042772,0.0016929694,-3.8397242E-4
20210720:07:57:21:709,0.0011693706,-6.981317E-4,-0.0012740904
20210720:07:57:21:713,-0.001134464,-3.3161257E-4,4.712389E-4
20210720:07:57:21:717,2.2689281E-4,-2.2689281E-4,-1.2217305E-4
20210720:07:57:21:721,0.0014137167,3.4906584E-4,6.6322513E-4
20210720:07:57:21:725,8.5521134E-4,0.001256637,7.853982E-4
20210720:07:57:21:729,6.981317E-4,-0.0019198621,4.886922E-4
20210720:07:57:21:732,-1.3962634E-4,0.0010297443,1.9198621E-4
20210720:07:57:21:736,2.6179937E-4,1.7453292E-4,-6.1086525E-4
20210720:07:57:21:741,-2.0943952E-4,0.0011170107,0.0010297443
20210720:07:57:21:745,-8.5521134E-4,0.0,8.5521134E-4
20210720:07:57:21:749,-8.5521134E-4,9.5993106E-4,1.9198621E-4
20210720:07:57:21:752,-0.0012217305,-3.3161257E-4,-6.1086525E-4
20210720:07:57:21:757,-1.7453292E-5,-0.0010995574,-8.726646E-4
20210720:07:57:21:761,-6.457718E-4,3.3161257E-4,-1.7453292E-5
20210720:07:57:21:764,1.9198621E-4,-5.5850536E-4,-6.981317E-4
20210720:07:57:21:769,1.9198621E-4,4.886922E-4,-8.901179E-4
20210720:07:57:21:774,-3.4906585E-5,2.7925268E-4,-1.5707963E-4
20210720:07:57:21:777,-7.15585E-4,0.0,6.457718E-4
20210720:07:57:21:781,-4.363323E-4,0.001134464,-4.0142573E-4
20210720:07:57:21:785,-4.0142573E-4,-0.0014835298,-3.8397242E-4
