TIME,X,Y,Z
20210720:01:13:19:637,1.0471976E-4,1.7453292E-4,-4.0142573E-4
20210720:01:13:19:641,3.4906585E-5,1.7453292E-4,-4.712389E-4
20210720:01:13:19:644,3.4906585E-5,1.7453292E-4,2.6179937E-4
20210720:01:13:19:648,3.4906585E-5,6.283185E-4,6.981317E-5
20210720:01:13:19:653,3.4906585E-5,2.6179937E-4,-6.981317E-4
20210720:01:13:19:656,3.4906585E-5,1.9198621E-4,2.2689281E-4
20210720:01:13:19:661,-2.6179937E-4,6.283185E-4,1.9198621E-4
20210720:01:13:19:668,-1.3962634E-4,2.6179937E-4,8.2030473E-4
20210720:01:13:19:668,0.0,5.061455E-4,6.1086525E-4
20210720:01:13:19:673,1.7453292E-5,3.6651915E-4,1.3962634E-4
20210720:01:13:19:678,7.853982E-4,9.773844E-4,5.061455E-4
20210720:01:13:19:681,2.7925268E-4,0.0012042772,-0.0010646508
20210720:01:13:19:684,6.981317E-5,3.4906585E-5,1.7453292E-4
20210720:01:13:19:688,3.4906585E-5,-1.3962634E-4,-1.0471976E-4
20210720:01:13:19:694,-2.6179937E-4,0.0,-2.2689281E-4
20210720:01:13:19:696,-1.3962634E-4,-1.3962634E-4,0.0
20210720:01:13:19:701,0.0,0.0,-2.6179937E-4
20210720:01:13:19:705,1.7453292E-5,1.5707963E-4,0.0
20210720:01:13:19:710,-2.7925268E-4,1.7453292E-4,3.4906584E-4
20210720:01:13:19:713,-4.5378561E-4,1.7453292E-4,-4.0142573E-4
20210720:01:13:19:716,-1.5707963E-4,1.7453292E-4,-7.15585E-4
20210720:01:13:19:720,-4.363323E-4,1.7453292E-4,2.2689281E-4
20210720:01:13:19:725,-7.853982E-4,1.7453292E-4,-1.0471976E-4
20210720:01:13:19:728,-2.2689281E-4,-1.2217305E-4,1.9198621E-4
20210720:01:13:19:732,0.0,0.0,-0.0013089969
20210720:01:13:19:736,1.7453292E-5,1.5707963E-4,-0.0016231562
20210720:01:13:19:741,3.4906584E-4,-2.443461E-4,-4.886922E-4
20210720:01:13:19:744,-8.726646E-5,1.0471976E-4,-4.712389E-4
20210720:01:13:19:749,-5.5850536E-4,4.886922E-4,4.0142573E-4
20210720:01:13:19:753,-5.235988E-5,3.6651915E-4,-6.457718E-4
20210720:01:13:19:757,-0.0013089969,-2.0943952E-4,-5.235988E-5
20210720:01:13:19:760,6.981317E-4,1.0471976E-4,-8.726646E-5
20210720:01:13:19:764,1.3962634E-4,1.7453292E-4,4.5378561E-4
20210720:01:13:19:768,-8.2030473E-4,-1.2217305E-4,5.5850536E-4
20210720:01:13:19:772,-4.1887903E-4,0.0,5.7595863E-4
20210720:01:13:19:777,-1.5707963E-4,-2.7925268E-4,5.7595863E-4
20210720:01:13:19:780,0.0,1.0471976E-4,5.7595863E-4
20210720:01:13:19:784,-2.7925268E-4,1.7453292E-4,1.2217305E-4
20210720:01:13:19:788,-5.7595863E-4,1.7453292E-4,4.886922E-4
20210720:01:13:19:793,-5.235988E-5,-6.981317E-4,1.2217305E-4
20210720:01:13:19:797,6.457718E-4,-2.6179937E-4,4.886922E-4
20210720:01:13:19:800,0.0023561944,0.0,5.5850536E-4
20210720:01:13:19:804,-8.3775807E-4,-5.9341197E-4,-1.7453292E-4
20210720:01:13:19:810,-3.4906585E-5,2.443461E-4,-4.1887903E-4
20210720:01:13:19:812,1.3962634E-4,3.1415926E-4,-1.5707963E-4
20210720:01:13:19:817,5.235988E-5,-4.0142573E-4,-6.1086525E-4
20210720:01:13:19:820,3.4906585E-5,-9.250245E-4,-3.1415926E-4
20210720:01:13:19:825,-7.15585E-4,-4.363323E-4,-3.1415926E-4
20210720:01:13:19:828,-0.0010995574,-3.4906585E-5,-5.7595863E-4
20210720:01:13:19:832,2.7925268E-4,0.0010297443,3.8397242E-4
20210720:01:13:19:836,5.061455E-4,-2.9670598E-4,-3.3161257E-4
20210720:01:13:19:841,1.0471976E-4,3.4906585E-5,-1.7453292E-5
20210720:01:13:19:844,6.806784E-4,3.4906585E-5,-0.0010297443
20210720:01:13:19:848,-4.712389E-4,0.0023736479,5.235988E-5
20210720:01:13:19:852,9.0757123E-4,-0.0021118484,1.7453292E-4
20210720:01:13:19:856,2.9670598E-4,5.7595863E-4,3.6651915E-4
20210720:01:13:19:860,-2.7925268E-4,-8.2030473E-4,-7.853982E-4
20210720:01:13:19:866,-8.3775807E-4,-9.773844E-4,7.853982E-4
20210720:01:13:19:869,-1.0471976E-4,2.2689281E-4,-2.6179937E-4
20210720:01:13:19:872,-3.6651915E-4,-4.1887903E-4,4.363323E-4
20210720:01:13:19:876,3.4906584E-4,-6.1086525E-4,-1.9198621E-4
20210720:01:13:19:881,0.0021642083,-0.0011170107,0.0
20210720:01:13:19:884,-3.4906584E-4,-0.0010646508,3.4906584E-4
