TIME,X,Y,Z
20210720:06:55:44:173,0.008342674,0.0035255651,-1.7453292E-4
20210720:06:55:44:176,0.0061959187,0.0028274334,1.7453292E-4
20210720:06:55:44:180,1.7453292E-4,-8.726646E-5,2.443461E-4
20210720:06:55:44:184,3.1415926E-4,-5.235988E-5,0.001012291
20210720:06:55:44:189,1.7453292E-5,4.363323E-4,6.981317E-5
20210720:06:55:44:193,-6.981317E-4,-2.2689281E-4,2.2689281E-4
20210720:06:55:44:196,-1.2217305E-4,-2.0943952E-4,2.443461E-4
20210720:06:55:44:200,1.3962634E-4,-4.5378561E-4,2.6179937E-4
20210720:06:55:44:205,3.1415926E-4,5.235988E-5,-1.7453292E-4
20210720:06:55:44:208,-8.726646E-5,1.3962634E-4,1.7453292E-4
20210720:06:55:44:212,-1.5707963E-4,1.5707963E-4,2.443461E-4
20210720:06:55:44:216,2.6179937E-4,9.250245E-4,-3.4906585E-5
20210720:06:55:44:221,3.3161257E-4,4.1887903E-4,6.981317E-5
20210720:06:55:44:224,3.4906584E-4,-8.726646E-5,2.2689281E-4
20210720:06:55:44:229,4.712389E-4,-7.5049157E-4,2.443461E-4
20210720:06:55:44:233,-1.9198621E-4,-1.0471976E-4,-1.7453292E-4
20210720:06:55:44:237,-3.4906585E-5,-1.7453292E-4,1.7453292E-4
20210720:06:55:44:241,-2.7925268E-4,-8.901179E-4,-1.7453292E-4
20210720:06:55:44:245,2.443461E-4,0.0,-1.2217305E-4
20210720:06:55:44:249,3.3161257E-4,1.3962634E-4,6.981317E-5
20210720:06:55:44:252,3.4906584E-4,1.5707963E-4,5.410521E-4
20210720:06:55:44:257,-7.15585E-4,1.5707963E-4,4.363323E-4
20210720:06:55:44:261,-5.2359875E-4,-2.6179937E-4,2.7925268E-4
20210720:06:55:44:264,1.9198621E-4,-2.0943952E-4,2.6179937E-4
20210720:06:55:44:268,3.1415926E-4,-7.6794485E-4,-1.7453292E-4
20210720:06:55:44:273,3.4906584E-4,-1.0471976E-4,1.9198621E-4
20210720:06:55:44:277,-4.0142573E-4,1.2217305E-4,2.443461E-4
20210720:06:55:44:282,-3.3161257E-4,-2.7925268E-4,-1.7453292E-4
20210720:06:55:44:285,-6.981317E-5,-2.0943952E-4,1.7453292E-4
20210720:06:55:44:289,-2.7925268E-4,7.330383E-4,-6.283185E-4
20210720:06:55:44:293,-1.9198621E-4,3.8397242E-4,-1.9198621E-4
20210720:06:55:44:297,2.6179937E-4,0.0010821042,-3.8397242E-4
20210720:06:55:44:301,1.7453292E-5,3.1415926E-4,1.5707963E-4
20210720:06:55:44:306,1.5707963E-4,5.061455E-4,-5.235988E-5
20210720:06:55:44:309,3.1415926E-4,7.853982E-4,-3.4906584E-4
20210720:06:55:44:313,3.4906584E-4,0.0011519173,1.5707963E-4
20210720:06:55:44:316,3.4906584E-4,6.457718E-4,2.443461E-4
20210720:06:55:44:321,3.4906585E-5,-5.235988E-5,2.6179937E-4
20210720:06:55:44:324,1.5707963E-4,0.0,2.6179937E-4
20210720:06:55:44:329,7.6794485E-4,2.6179937E-4,1.2217305E-4
20210720:06:55:44:333,4.1887903E-4,4.886922E-4,3.6651915E-4
20210720:06:55:44:337,3.4906584E-4,-8.726646E-5,-4.712389E-4
20210720:06:55:44:341,4.712389E-4,1.2217305E-4,0.0
20210720:06:55:44:344,2.443461E-4,-2.7925268E-4,-5.2359875E-4
20210720:06:55:44:348,1.7453292E-5,-9.773844E-4,0.0
20210720:06:55:44:352,-2.6179937E-4,-2.6179937E-4,2.0943952E-4
20210720:06:55:44:357,-5.235988E-5,8.726646E-5,-1.7453292E-4
20210720:06:55:44:360,-0.0010297443,-1.3962634E-4,-1.2217305E-4
20210720:06:55:44:364,-4.363323E-4,2.9670598E-4,-3.6651915E-4
20210720:06:55:44:368,-2.0943952E-4,3.1415926E-4,-2.7925268E-4
20210720:06:55:44:373,3.8397242E-4,-2.443461E-4,-0.0012042772
20210720:06:55:44:376,-5.2359875E-4,8.726646E-5,-8.0285146E-4
20210720:06:55:44:380,6.981317E-5,-1.3962634E-4,-2.2689281E-4
20210720:06:55:44:384,7.5049157E-4,-7.6794485E-4,-8.2030473E-4
20210720:06:55:44:391,1.0471976E-4,1.9198621E-4,-3.4906584E-4
20210720:06:55:44:393,-2.443461E-4,-1.3962634E-4,-7.15585E-4
20210720:06:55:44:396,-5.061455E-4,5.5850536E-4,8.726646E-5
20210720:06:55:44:400,-2.2689281E-4,-8.3775807E-4,2.2689281E-4
20210720:06:55:44:406,-6.283185E-4,3.6651915E-4,2.443461E-4
