TIME,X,Y,Z
20210720:02:28:56:366,-6.981317E-5,1.7453292E-5,-3.6651915E-4
20210720:02:28:56:368,-6.981317E-5,1.5707963E-4,2.7925268E-4
20210720:02:28:56:372,-5.2359875E-4,1.9198621E-4,-2.2689281E-4
20210720:02:28:56:377,-4.712389E-4,5.061455E-4,-1.2217305E-4
20210720:02:28:56:380,-7.15585E-4,3.6651915E-4,1.2217305E-4
20210720:02:28:56:384,-1.7453292E-4,-2.0943952E-4,3.6651915E-4
20210720:02:28:56:389,-8.726646E-5,-2.9670598E-4,5.2359875E-4
20210720:02:28:56:393,-8.726646E-5,1.0471976E-4,2.443461E-4
20210720:02:28:56:397,2.2689281E-4,4.886922E-4,6.981317E-5
20210720:02:28:56:401,4.0142573E-4,3.6651915E-4,3.4906584E-4
20210720:02:28:56:404,1.2217305E-4,2.2689281E-4,-2.0943952E-4
20210720:02:28:56:408,-3.4906585E-5,1.9198621E-4,-1.2217305E-4
20210720:02:28:56:413,-6.981317E-5,5.061455E-4,1.2217305E-4
20210720:02:28:56:416,-6.981317E-5,6.806784E-4,-6.981317E-5
20210720:02:28:56:420,-6.981317E-5,8.726646E-5,-2.7925268E-4
20210720:02:28:56:424,2.2689281E-4,-8.2030473E-4,-4.5378561E-4
20210720:02:28:56:428,8.726646E-5,1.7453292E-5,2.6179937E-4
20210720:02:28:56:432,-0.00143117,1.5707963E-4,9.5993106E-4
20210720:02:28:56:436,-5.235988E-5,-1.0471976E-4,-1.2217305E-4
20210720:02:28:56:441,1.7453292E-4,1.7453292E-5,0.0
20210720:02:28:56:444,4.0142573E-4,-5.7595863E-4,-4.0142573E-4
20210720:02:28:56:448,2.9670598E-4,-3.6651915E-4,2.7925268E-4
20210720:02:28:56:453,0.0011693706,8.5521134E-4,5.061455E-4
20210720:02:28:56:457,3.6651915E-4,0.0,-9.424778E-4
20210720:02:28:56:460,2.9670598E-4,-4.0142573E-4,-3.6651915E-4
20210720:02:28:56:464,1.0471976E-4,8.726646E-5,8.726646E-5
20210720:02:28:56:469,3.8397242E-4,-6.981317E-4,-6.981317E-5
20210720:02:28:56:474,0.0,3.4906585E-5,1.7453292E-5
20210720:02:28:56:476,-6.981317E-5,4.886922E-4,4.712389E-4
20210720:02:28:56:481,-6.981317E-5,5.235988E-5,1.0471976E-4
20210720:02:28:56:485,-6.981317E-5,-0.0013264503,9.250245E-4
20210720:02:28:56:489,-6.981317E-5,-4.363323E-4,6.283185E-4
20210720:02:28:56:493,-3.8397242E-4,-2.0943952E-4,5.7595863E-4
20210720:02:28:56:497,-2.6179937E-4,0.0,-1.7453292E-4
20210720:02:28:56:500,5.061455E-4,4.712389E-4,-1.2217305E-4
20210720:02:28:56:504,0.0010297443,5.235988E-5,4.5378561E-4
20210720:02:28:56:508,2.2689281E-4,-2.6179937E-4,-1.9198621E-4
20210720:02:28:56:513,-1.7453292E-5,-6.283185E-4,-4.363323E-4
20210720:02:28:56:516,-3.8397242E-4,-1.9198621E-4,2.6179937E-4
20210720:02:28:56:520,-2.6179937E-4,7.5049157E-4,6.981317E-5
20210720:02:28:56:525,1.9198621E-4,1.0471976E-4,-1.3962634E-4
20210720:02:28:56:529,-2.0943952E-4,1.7453292E-4,-5.5850536E-4
20210720:02:28:56:533,-9.948377E-4,-1.0471976E-4,2.443461E-4
20210720:02:28:56:537,-3.4906584E-4,-2.7925268E-4,-8.726646E-4
20210720:02:28:56:541,-1.2217305E-4,4.1887903E-4,-5.235988E-5
20210720:02:28:56:545,-8.726646E-5,-8.2030473E-4,-4.1887903E-4
20210720:02:28:56:548,-6.981317E-5,-2.2689281E-4,4.0142573E-4
20210720:02:28:56:552,9.773844E-4,5.5850536E-4,2.2689281E-4
20210720:02:28:56:557,7.853982E-4,5.7595863E-4,3.8397242E-4
20210720:02:28:56:561,4.886922E-4,6.981317E-5,8.726646E-5
20210720:02:28:56:565,-1.0471976E-4,3.4906585E-5,-2.6179937E-4
20210720:02:28:56:569,6.6322513E-4,-8.901179E-4,-8.901179E-4
20210720:02:28:56:574,-1.7453292E-5,-6.806784E-4,-1.0471976E-4
20210720:02:28:56:577,-0.0015184365,-2.443461E-4,-4.1887903E-4
20210720:02:28:56:581,-3.1415926E-4,0.0,-3.4906585E-5
20210720:02:28:56:585,-7.5049157E-4,1.5707963E-4,3.3161257E-4
20210720:02:28:56:590,-5.7595863E-4,-5.5850536E-4,5.2359875E-4
20210720:02:28:56:593,7.15585E-4,-5.235988E-5,-1.9198621E-4
20210720:02:28:56:597,-1.2217305E-4,1.5707963E-4,0.0
20210720:02:28:56:600,-6.6322513E-4,1.9198621E-4,1.7453292E-5
20210720:02:28:56:606,-1.7453292E-4,-2.443461E-4,-5.2359875E-4
20210720:02:28:56:609,3.3161257E-4,1.2217305E-4,6.981317E-5
20210720:02:28:56:613,0.0,-2.443461E-4,-6.981317E-5
20210720:02:28:56:616,-6.981317E-5,5.5850536E-4,1.3962634E-4
20210720:02:28:56:620,-6.981317E-5,2.443461E-4,3.6651915E-4
20210720:02:28:56:625,-3.8397242E-4,9.5993106E-4,5.2359875E-4
20210720:02:28:56:629,-2.6179937E-4,4.5378561E-4,-3.1415926E-4
20210720:02:28:56:632,-1.0471976E-4,-6.981317E-5,1.0471976E-4
20210720:02:28:56:637,-8.726646E-5,-4.0142573E-4,-6.981317E-5
20210720:02:28:56:642,-6.981317E-5,2.0943952E-4,1.3962634E-4
20210720:02:28:56:645,-5.2359875E-4,3.8397242E-4,-6.981317E-5
20210720:02:28:56:648,1.5707963E-4,3.4906584E-4,4.5378561E-4
20210720:02:28:56:653,6.981317E-5,-2.0943952E-4,-5.061455E-4
20210720:02:28:56:656,3.8397242E-4,1.2217305E-4,-0.0010646508
20210720:02:28:56:661,7.5049157E-4,-5.5850536E-4,-1.3962634E-4
20210720:02:28:56:664,9.948377E-4,0.001134464,3.1415926E-4
20210720:02:28:56:669,0.0014835298,-0.0010297443,-8.726646E-5
20210720:02:28:56:674,-0.0024783674,0.0013788101,1.9198621E-4
20210720:02:28:56:677,1.5707963E-4,-0.0016929694,-2.443461E-4
20210720:02:28:56:680,-2.2689281E-4,8.3775807E-4,2.9670598E-4
20210720:02:28:56:684,-6.1086525E-4,6.806784E-4,5.2359875E-4
20210720:02:28:56:689,-4.712389E-4,2.0943952E-4,9.948377E-4
20210720:02:28:56:692,-7.330383E-4,-7.330383E-4,3.1415926E-4
20210720:02:28:56:696,-2.6179937E-4,-1.9198621E-4,4.0142573E-4
20210720:02:28:56:700,-0.0030717794,0.0019547688,-6.457718E-4
20210720:02:28:56:706,-5.061455E-4,7.853982E-4,2.2689281E-4
20210720:02:28:56:708,-0.0031939526,0.0028274334,6.981317E-5
20210720:02:28:56:712,1.7453292E-5,-0.0018151425,3.4906585E-5
20210720:02:28:56:716,-0.0013962634,0.0018151425,4.712389E-4
20210720:02:28:56:720,-2.9670598E-4,0.0010995574,1.0471976E-4
20210720:02:28:56:725,9.424778E-4,-5.9341197E-4,-2.6179937E-4
20210720:02:28:56:729,-0.0013613568,6.981317E-4,2.9670598E-4
20210720:02:28:56:732,-6.6322513E-4,-1.0471976E-4,-1.0471976E-4
20210720:02:28:56:736,0.0011519173,0.0,-2.2689281E-4
20210720:02:28:56:741,4.1887903E-4,-0.0022165682,4.1887903E-4
20210720:02:28:56:745,-0.0011868239,4.886922E-4,-2.0943952E-4
20210720:02:28:56:748,-0.0012042772,0.0016929694,-3.1415926E-4
20210720:02:28:56:752,0.0012391837,-0.0018849556,-7.15585E-4
20210720:02:28:56:757,2.9670598E-4,0.0025830872,-8.726646E-5
20210720:02:28:56:760,-0.0010821042,9.5993106E-4,4.5378561E-4
20210720:02:28:56:764,-0.0010646508,4.886922E-4,5.410521E-4
20210720:02:28:56:769,5.235988E-5,-0.0016755161,5.5850536E-4
20210720:02:28:56:775,-0.002024582,8.901179E-4,5.5850536E-4
20210720:02:28:56:778,-9.0757123E-4,-5.061455E-4,5.5850536E-4
20210720:02:28:56:781,0.0016057029,-0.0028972465,5.5850536E-4
20210720:02:28:56:784,-9.424778E-4,0.0013439035,5.5850536E-4
20210720:02:28:56:790,-7.853982E-4,6.1086525E-4,5.5850536E-4
20210720:02:28:56:793,-1.2217305E-4,-7.330383E-4,2.443461E-4
20210720:02:28:56:798,-3.4906585E-5,-0.0010646508,-5.235988E-5
20210720:02:28:56:800,-4.363323E-4,0.00143117,-2.7925268E-4
20210720:02:28:56:805,9.250245E-4,2.0943952E-4,2.9670598E-4
20210720:02:28:56:809,-6.1086525E-4,-0.0017453292,-2.2689281E-4
20210720:02:28:56:813,-0.002513274,5.235988E-5,2.9670598E-4
20210720:02:28:56:816,-0.0018675023,-9.0757123E-4,-6.6322513E-4
20210720:02:28:56:821,-0.0011868239,5.7595863E-4,-1.9198621E-4
20210720:02:28:56:825,-4.5378561E-4,-0.0023387412,4.363323E-4
20210720:02:28:56:828,-1.7453292E-5,-1.5707963E-4,-2.0943952E-4
20210720:02:28:56:833,0.0020071287,3.8397242E-4,2.9670598E-4
20210720:02:28:56:837,0.0012042772,-0.001012291,-2.2689281E-4
20210720:02:28:56:841,0.0015009831,-0.0021991148,-7.5049157E-4
20210720:02:28:56:844,9.948377E-4,2.9670598E-4,-0.0012391837
20210720:02:28:56:849,5.9341197E-4,5.2359875E-4,-3.4906585E-5
20210720:02:28:56:853,1.5707963E-4,-4.886922E-4,-8.726646E-5
20210720:02:28:56:857,-1.5707963E-4,0.0010821042,-1.5707963E-4
20210720:02:28:56:861,0.00143117,-4.886922E-4,-6.806784E-4
20210720:02:28:56:864,0.0016231562,-4.712389E-4,3.4906585E-5
20210720:02:28:56:869,8.2030473E-4,1.7453292E-5,-7.15585E-4
20210720:02:28:56:874,5.7595863E-4,0.0012391837,-3.3161257E-4
20210720:02:28:56:877,0.0010821042,-0.0017627826,-3.3161257E-4
20210720:02:28:56:881,1.5707963E-4,6.981317E-5,-5.9341197E-4
20210720:02:28:56:885,-5.410521E-4,-3.6651915E-4,5.235988E-5
20210720:02:28:56:890,2.7925268E-4,0.001553343,3.4906584E-4
20210720:02:28:56:893,0.0,5.410521E-4,2.0943952E-4
20210720:02:28:56:897,0.0011868239,-0.001134464,3.8397242E-4
20210720:02:28:56:901,0.0014486233,8.3775807E-4,-8.726646E-5
20210720:02:28:56:907,0.0015009831,-8.2030473E-4,-5.410521E-4
20210720:02:28:56:909,-0.0017104227,5.410521E-4,-5.235988E-5
20210720:02:28:56:913,3.3161257E-4,-2.9670598E-4,-7.330383E-4
20210720:02:28:56:916,-8.3775807E-4,2.443461E-4,-0.0010995574
20210720:02:28:56:920,7.853982E-4,-1.3962634E-4,-1.3962634E-4
20210720:02:28:56:925,-0.0017104227,-2.9670598E-4,-0.0011868239
20210720:02:28:56:929,-7.853982E-4,1.7453292E-4,-7.330383E-4
20210720:02:28:56:932,-1.2217305E-4,-1.2217305E-4,-5.2359875E-4
20210720:02:28:56:937,-7.6794485E-4,-4.1887903E-4,5.5850536E-4
20210720:02:28:56:941,-0.001134464,-0.00143117,3.8397242E-4
20210720:02:28:56:945,-0.0015184365,-6.981317E-5,8.726646E-5
20210720:02:28:56:949,9.250245E-4,4.0142573E-4,-6.981317E-5
20210720:02:28:56:953,-3.4906585E-5,2.443461E-4,-2.9670598E-4
20210720:02:28:56:957,0.0019373155,-0.0010471975,0.0
20210720:02:28:56:961,0.0016406095,-9.424778E-4,-8.726646E-5
20210720:02:28:56:964,0.0018325957,-1.0471976E-4,-6.1086525E-4
20210720:02:28:56:969,6.6322513E-4,0.0012915436,-7.6794485E-4
20210720:02:28:56:974,0.0,-3.8397242E-4,3.3161257E-4
20210720:02:28:56:978,1.7453292E-4,2.2689281E-4,5.2359875E-4
20210720:02:28:56:981,-5.410521E-4,4.363323E-4,-3.1415926E-4
20210720:02:28:56:984,-8.5521134E-4,7.5049157E-4,-1.7453292E-5
20210720:02:28:56:989,-8.3775807E-4,-2.7925268E-4,-5.9341197E-4
20210720:02:28:56:992,-8.726646E-5,-1.2217305E-4,5.5850536E-4
20210720:02:28:56:997,-1.3962634E-4,-5.410521E-4,-1.7453292E-4
20210720:02:28:57:001,-0.0010995574,0.0012740904,-7.5049157E-4
20210720:02:28:57:006,-0.001012291,9.948377E-4,-0.0010995574
20210720:02:28:57:009,6.981317E-5,1.3962634E-4,-0.0013439035
20210720:02:28:57:013,-2.443461E-4,3.6651915E-4,0.0
20210720:02:28:57:016,0.0010821042,-0.0014137167,-7.15585E-4
20210720:02:28:57:022,5.410521E-4,-5.235988E-5,-8.726646E-5
20210720:02:28:57:025,1.7453292E-5,-7.15585E-4,-1.0471976E-4
20210720:02:28:57:029,-5.235988E-5,-2.6179937E-4,4.5378561E-4
20210720:02:28:57:033,-2.0943952E-4,-3.1415926E-4,5.410521E-4
20210720:02:28:57:036,2.0943952E-4,1.0471976E-4,-1.9198621E-4
20210720:02:28:57:041,2.0943952E-4,5.235988E-5,-4.363323E-4
20210720:02:28:57:048,5.9341197E-4,0.0010646508,-3.4906585E-5
20210720:02:28:57:049,7.15585E-4,-8.726646E-5,-8.726646E-5
20210720:02:28:57:053,9.250245E-4,-7.330383E-4,0.0
20210720:02:28:57:057,5.2359875E-4,3.4906585E-5,4.712389E-4
20210720:02:28:57:061,0.0,4.886922E-4,-1.9198621E-4
20210720:02:28:57:065,-5.235988E-5,3.6651915E-4,0.0
20210720:02:28:57:068,-6.981317E-5,2.2689281E-4,-5.2359875E-4
20210720:02:28:57:074,8.726646E-5,1.3962634E-4,3.8397242E-4
20210720:02:28:57:076,5.061455E-4,-1.9198621E-4,-2.0943952E-4
20210720:02:28:57:081,5.7595863E-4,2.6179937E-4,0.0
20210720:02:28:57:084,1.7453292E-5,-3.4906584E-4,-8.726646E-5
20210720:02:28:57:089,3.6651915E-4,-3.3161257E-4,4.5378561E-4
20210720:02:28:57:092,-3.1415926E-4,-4.5378561E-4,2.2689281E-4
20210720:02:28:57:096,-2.443461E-4,8.726646E-5,-8.0285146E-4
20210720:02:28:57:101,-1.0471976E-4,0.0,2.0943952E-4
20210720:02:28:57:106,-8.726646E-5,-4.0142573E-4,5.061455E-4
20210720:02:28:57:109,-6.981317E-5,8.726646E-5,2.443461E-4
20210720:02:28:57:113,-6.981317E-5,6.1086525E-4,3.8397242E-4
