TIME,X,Y,Z
20210720:01:37:33:225,0.083279915,0.18835664,9.748548
20210720:01:37:33:225,0.103190094,0.20447439,9.748337
20210720:01:37:33:228,0.08885361,0.20386147,9.746153
20210720:01:37:33:232,0.07128975,0.1895633,9.745942
20210720:01:37:33:236,0.08935161,0.18099207,9.743587
20210720:01:37:33:240,0.08385453,0.19849847,9.738952
20210720:01:37:33:244,0.09310571,0.197129,9.748548
20210720:01:37:33:250,0.086334914,0.19398779,9.755653
20210720:01:37:33:252,0.10307517,0.1955967,9.740561
20210720:01:37:33:256,0.10453085,0.19736841,9.752063
20210720:01:37:33:260,0.08146032,0.18809807,9.744574
20210720:01:37:33:264,0.07377014,0.19381541,9.742372
20210720:01:37:33:268,0.07084922,0.18672858,9.756391
20210720:01:37:33:272,0.07229531,0.19246508,9.752312
20210720:01:37:33:277,0.08458236,0.19960938,9.738042
20210720:01:37:33:280,0.09156385,0.18995596,9.748538
20210720:01:37:33:284,0.06480625,0.20912872,9.761888
20210720:01:37:33:288,0.072611354,0.18451634,9.752168
20210720:01:37:33:292,0.08051222,0.19598936,9.757578
20210720:01:37:33:296,0.07098329,0.19666931,9.746105
20210720:01:37:33:300,0.083682135,0.17890432,9.748979
20210720:01:37:33:304,0.07578127,0.18677646,9.752819
20210720:01:37:33:308,0.07723694,0.18517713,9.7521105
20210720:01:37:33:313,0.09569145,0.20369868,9.749668
20210720:01:37:33:316,0.0882407,0.19099027,9.761831
20210720:01:37:33:321,0.0784532,0.20599711,9.750636
20210720:01:37:33:324,0.075043865,0.20983742,9.759378
20210720:01:37:33:328,0.082427576,0.21467371,9.752398
20210720:01:37:33:332,0.07262093,0.19752164,9.753872
20210720:01:37:33:336,0.08105809,0.20287508,9.746125
20210720:01:37:33:340,0.08929414,0.199935,9.755701
20210720:01:37:33:344,0.09713755,0.18687224,9.751688
20210720:01:37:33:348,0.08458236,0.18764795,9.749735
20210720:01:37:33:352,0.089840025,0.20609288,9.749659
